Test potential (mV),Aslanidi 2009 atrial,Test potential (mV),Aslanidi 2009 Purkinje,Test potential (mV),beeler_1977_feb,Test potential (mV),Bernus 2002,Test potential (mV),Bondarenko 2004 apical,Test potential (mV),Cabo 2003,Test potential (mV),Corrias_2011,Test potential (mV),cortassa 2006,Test potential (mV),Courtemanche 1998,Test potential (mV),Decker 2009,Test potential (mV),Demir_Clark_1999,Test potential (mV),DiFrancesco Noble 1985,Test potential (mV),Dokos_1996,Test potential (mV),Faber_2007,Test potential (mV),Fox_2002,Test potential (mV),Grandi 2010 epi,Test potential (mV),Hilgemann_noble_1987,Test potential (mV),Hund_feb_2004,Test potential (mV),Inada_2009,Test potential (mV),Iyer 2004,Test potential (mV),Jafri_1998,Test potential (mV),Kurata_2002,Test potential (mV),Li 2010,Test potential (mV),Li 2011,Test potential (mV),Lindblad_1996,Test potential (mV),Livshitz_2007,Test potential (mV),LOvell_2004,Test potential (mV),Luo Rudy 1994,Test potential (mV),Mahajan 2008,Test potential (mV),Matsuoka 2003,Test potential (mV),McAlliater_1975,Test potential (mV),Noble 1991,Test potential (mV),Noble 1998,Test potential (mV),Nygren_1998,Test potential (mV),O'Hara-Rudy 2011 (epi),Test potential (mV),Paci_atrial,Test potential (mV),Pandit_2001,Test potential (mV),Priebe 1998,Test potential (mV),Ramirez_2000,Test potential (mV),Shannon 2004,Test potential (mV),ten Tusscher 2004 (epi),Test potential (mV),ten Tusscher 2006 (epi),Test potential (mV),Tomek_2019,Test potential (mV),varela_2016_ra,Test potential (mV),wilders_1991,Test potential (mV),Winslow 1999,Test potential (mV),Zhang_2000,Test potential (mV),Bartolucci 2020,Test potential (mV),Pohl 2016 (ICaL),Test potential (mV),Trovato 2020,Inactivation: Test potential (mV),Grandi 2011,Inactivation: Test potential (mV),Heijman 2011,Inactivation: Test potential (mV),Fink_2008,Inactivation: Test potential (mV),Kernik 2019 (ICaL),Inactivation: Test potential (mV),Koivumaki 2011,Inactivation: Test potential (mV),Michailova 2005,Inactivation: Test potential (mV),Nordin 1993 (ICaL),Inactivation: Test potential (mV),Pasek 2006,Inactivation: Test potential (mV),Sato 2006 (ICaL),Inactivation: Test potential (mV),Zeng 1995 (ICaL),Inactivation: Test potential (mV),Hund 2008,Inactivation: Test potential (mV),Liu 1993
-30.01,0.978215,-30.01,0.132618,-30.01,0.713956,-30.01,0.760925,-30.01,0.954798,-30.01,0.820734,-30.01,0.456073,-30.01,0.240668,-30.01,0.643418,-30.01,0.988791,-30.01,0.548752,-30.01,0.287973,-30.01,0.760557,-30.01,0.823857,-30.01,0.979707,-30.01,0.3867,-30.01,0.625835,-30.01,0.154672,-30.01,0.615357,-30.01,0.635463,-30.01,0.238744,-30.01,0.592039,-30.01,0.44242,-30.01,0.103688,-30.01,0.70069,-30.01,0.146942,-30.01,0.0903472,-30.01,0.378251,-30.01,0.531977,-30.01,0.062172,-30.01,0.147652,-30.01,0.28563,-30.01,0.635841,-30.01,0.823555,-30.01,0.95878,-30.01,0.795478,-30.01,0.658388,-30.01,0.787219,-30.01,0.718688,-30.01,0.215551,-30.01,0.932886,-30.01,0.698607,-30.01,0.958735,-30.01,0.374243,-30.01,0.790677,-30.01,0.986046,-30.01,0.0541461,-30.01,0.951325,-30.01,0.601043,-30.01,0.923367,-30.01,0.507697,-30.01,0.989439,-30.01,0.506569,-30.01,0.159655,-30.01,0.698643,-30.01,0.986011,-30.01,0.218196,-30.01,0.659767,-30.01,0.363124,-30.01,0.378251,-30.01,0.14258,-30.01,0.253928
-28.01,0.959307,-28.01,0.109651,-28.01,0.650677,-28.01,0.693414,-28.01,0.928153,-28.01,0.773363,-28.01,0.368972,-28.01,0.202723,-28.01,0.578414,-28.01,0.978284,-28.01,0.459516,-28.01,0.211971,-28.01,0.682698,-28.01,0.776218,-28.01,0.969061,-28.01,0.338878,-28.01,0.525704,-28.01,0.130022,-28.01,0.527281,-28.01,0.584201,-28.01,0.200702,-28.01,0.500342,-28.01,0.369114,-28.01,0.0888212,-28.01,0.591723,-28.01,0.123352,-28.01,0.0787824,-28.01,0.328753,-28.01,0.50656,-28.01,0.0450479,-28.01,0.136685,-28.01,0.209397,-28.01,0.545707,-28.01,0.761609,-28.01,0.932422,-28.01,0.76076,-28.01,0.572786,-28.01,0.725967,-28.01,0.64783,-28.01,0.143736,-28.01,0.918148,-28.01,0.670788,-28.01,0.932359,-28.01,0.303215,-28.01,0.742652,-28.01,0.978725,-28.01,0.0390427,-28.01,0.923783,-28.01,0.53315,-28.01,0.882539,-28.01,0.437695,-28.01,0.979673,-28.01,0.458751,-28.01,0.11591,-28.01,0.617235,-28.01,0.978672,-28.01,0.170687,-28.01,0.574549,-28.01,0.311827,-28.01,0.328753,-28.01,0.125636,-28.01,0.18388
-26.01,0.926265,-26.01,0.0903691,-26.01,0.586811,-26.01,0.616656,-26.01,0.893902,-26.01,0.717796,-26.01,0.289694,-26.01,0.165566,-26.01,0.512456,-26.01,0.958635,-26.01,0.376918,-26.01,0.15443,-26.01,0.594171,-26.01,0.722101,-26.01,0.953251,-26.01,0.295059,-26.01,0.428189,-26.01,0.10907,-26.01,0.433869,-26.01,0.533562,-26.01,0.163403,-26.01,0.405505,-26.01,0.306484,-26.01,0.0757496,-26.01,0.48693,-26.01,0.103334,-26.01,0.0696159,-26.01,0.283758,-26.01,0.483422,-26.01,0.0344711,-26.01,0.127978,-26.01,0.151698,-26.01,0.462458,-26.01,0.681325,-26.01,0.892367,-26.01,0.703669,-26.01,0.483336,-26.01,0.655976,-26.01,0.570203,-26.01,0.0969125,-26.01,0.899168,-26.01,0.638223,-26.01,0.89228,-26.01,0.240725,-26.01,0.689873,-26.01,0.967674,-26.01,0.0286298,-26.01,0.88311,-26.01,0.464363,-26.01,0.827192,-26.01,0.370506,-26.01,0.960979,-26.01,0.408443,-26.01,0.0838511,-26.01,0.503752,-26.01,0.967594,-26.01,0.130258,-26.01,0.48551,-26.01,0.264933,-26.01,0.283758,-26.01,0.110411,-26.01,0.135777
-24.01,0.872519,-24.01,0.0742555,-24.01,0.524604,-24.01,0.534196,-24.01,0.853615,-24.01,0.654711,-24.01,0.221526,-24.01,0.130402,-24.01,0.448311,-24.01,0.923123,-24.01,0.305796,-24.01,0.111456,-24.01,0.500472,-24.01,0.662771,-24.01,0.93019,-24.01,0.255793,-24.01,0.3382,-24.01,0.0912874,-24.01,0.342967,-24.01,0.48519,-24.01,0.12804,-24.01,0.31309,-24.01,0.255409,-24.01,0.0642508,-24.01,0.396106,-24.01,0.0863733,-24.01,0.0622506,-24.01,0.243816,-24.01,0.462864,-24.01,0.02822,-24.01,0.120968,-24.01,0.108663,-24.01,0.39021,-24.01,0.583088,-24.01,0.835665,-24.01,0.596714,-24.01,0.395924,-24.01,0.580516,-24.01,0.489352,-24.01,0.0686231,-24.01,0.874798,-24.01,0.599488,-24.01,0.835553,-24.01,0.187826,-24.01,0.632436,-24.01,0.951211,-24.01,0.0215075,-24.01,0.825513,-24.01,0.397333,-24.01,0.759442,-24.01,0.30849,-24.01,0.926418,-24.01,0.355411,-24.01,0.0609871,-24.01,0.361126,-24.01,0.951089,-24.01,0.0970239,-24.01,0.398503,-24.01,0.222998,-24.01,0.243816,-24.01,0.0968154,-24.01,0.102668
-22.01,0.794105,-22.01,0.0608419,-22.01,0.465785,-22.01,0.450944,-22.01,0.812587,-22.01,0.585695,-22.01,0.165713,-22.01,0.0985669,-22.01,0.388442,-22.01,0.8628,-22.01,0.248263,-22.01,0.0796587,-22.01,0.408362,-22.01,0.600089,-22.01,0.897371,-22.01,0.221337,-22.01,0.259204,-22.01,0.0762401,-22.01,0.263778,-22.01,0.440455,-22.01,0.0959412,-22.01,0.228938,-22.01,0.212357,-22.01,0.054149,-22.01,0.322496,-22.01,0.0720439,-22.01,0.0562895,-22.01,0.209132,-22.01,0.444862,-22.01,0.025844,-22.01,0.115349,-22.01,0.0769145,-22.01,0.330747,-22.01,0.472709,-22.01,0.76306,-22.01,0.223968,-22.01,0.315874,-22.01,0.504258,-22.01,0.409421,-22.01,0.0565268,-22.01,0.843685,-22.01,0.55334,-22.01,0.762931,-22.01,0.144483,-22.01,0.569912,-22.01,0.927181,-22.01,0.0166604,-22.01,0.748977,-22.01,0.334437,-22.01,0.686417,-22.01,0.253293,-22.01,0.866604,-22.01,0.300361,-22.01,0.0449241,-22.01,0.213715,-22.01,0.926997,-22.01,0.0706517,-22.01,0.318821,-22.01,0.186229,-22.01,0.209132,-22.01,0.08475,-22.01,0.0792531
-20.01,0.695075,-20.01,0.0497272,-20.01,0.411778,-20.01,0.372171,-20.01,0.787771,-20.01,0.513183,-20.01,0.121819,-20.01,0.0712798,-20.01,0.33468,-20.01,0.770524,-20.01,0.204024,-20.01,0.0563641,-20.01,0.323992,-20.01,0.536332,-20.01,0.85219,-20.01,0.191697,-20.01,0.193144,-20.01,0.0635686,-20.01,0.201085,-20.01,0.400306,-20.01,0.0683275,-20.01,0.158288,-20.01,0.175322,-20.01,0.0453085,-20.01,0.265435,-20.01,0.0599949,-20.01,0.0514742,-20.01,0.17963,-20.01,0.429333,-20.01,0.0250731,-20.01,0.110831,-20.01,0.0537781,-20.01,0.28401,-20.01,0.36245,-20.01,0.681506,-20.01,0.115737,-20.01,0.246734,-20.01,0.432332,-20.01,0.334346,-20.01,0.0563645,-20.01,0.804292,-20.01,0.498996,-20.01,0.68138,-20.01,0.109906,-20.01,0.502034,-20.01,0.893146,-20.01,0.0133717,-20.01,0.655487,-20.01,0.27746,-20.01,0.617781,-20.01,0.205744,-20.01,0.773903,-20.01,0.245161,-20.01,0.0337087,-20.01,0.109537,-20.01,0.892873,-20.01,0.0504131,-20.01,0.249983,-20.01,0.154544,-20.01,0.17963,-20.01,0.0740835,-20.01,0.0620696
-18.01,0.58861,-18.01,0.0405703,-18.01,0.363823,-18.01,0.302419,-18.01,0.817863,-18.01,0.440162,-18.01,0.0883738,-18.01,0.049383,-18.01,0.288091,-18.01,0.649855,-18.01,0.171312,-18.01,0.0394926,-18.01,0.251358,-18.01,0.473915,-18.01,0.792637,-18.01,0.166683,-18.01,0.140389,-18.01,0.0529726,-18.01,0.15321,-18.01,0.36522,-18.01,0.0460419,-18.01,0.104368,-18.01,0.143802,-18.01,0.0376251,-18.01,0.222791,-18.01,0.0499329,-18.01,0.0476337,-18.01,0.155023,-18.01,0.416205,-18.01,0.0245192,-18.01,0.107171,-18.01,0.0371537,-18.01,0.248704,-18.01,0.267051,-18.01,0.602959,-18.01,0.0615039,-18.01,0.189859,-18.01,0.369288,-18.01,0.267129,-18.01,0.0562844,-18.01,0.754989,-18.01,0.436567,-18.01,0.602858,-18.01,0.0829076,-18.01,0.429894,-18.01,0.846917,-18.01,0.0111438,-18.01,0.551514,-18.01,0.227442,-18.01,0.560849,-18.01,0.165941,-18.01,0.651768,-18.01,0.19272,-18.01,0.0258843,-18.01,0.0614979,-18.01,0.846515,-18.01,0.0353412,-18.01,0.193321,-18.01,0.127645,-18.01,0.155023,-18.01,0.0646874,-18.01,0.0490103
-16.01,0.489786,-16.01,0.0330763,-16.01,0.32293,-16.01,0.244732,-16.01,0.934551,-16.01,0.369701,-16.01,0.0634949,-16.01,0.0331493,-16.01,0.249019,-16.01,0.520601,-16.01,0.14781,-16.01,0.0274198,-16.01,0.19184,-16.01,0.415055,-16.01,0.718317,-16.01,0.14597,-16.01,0.0999781,-16.01,0.0441939,-16.01,0.11643,-16.01,0.335218,-16.01,0.0293379,-16.01,0.0670777,-16.01,0.117381,-16.01,0.0310079,-16.01,0.191959,-16.01,0.0416065,-16.01,0.046547,-16.01,0.134891,-16.01,0.405403,-16.01,0.0240718,-16.01,0.104178,-16.01,0.0253842,-16.01,0.222914,-16.01,0.195302,-16.01,0.538423,-16.01,0.0310651,-16.01,0.144781,-16.01,0.318308,-16.01,0.209463,-16.01,0.0562542,-16.01,0.694272,-16.01,0.367598,-16.01,0.538361,-16.01,0.0621772,-16.01,0.356636,-16.01,0.787477,-16.01,0.00963561,-16.01,0.445412,-16.01,0.184704,-16.01,0.517763,-16.01,0.133431,-16.01,0.520614,-16.01,0.14635,-16.01,0.0204152,-16.01,0.0367132,-16.01,0.786896,-16.01,0.0244052,-16.01,0.148352,-16.01,0.105094,-16.01,0.134891,-16.01,0.0564733,-16.01,0.0388189
-14.01,0.407385,-14.01,0.026978,-14.01,0.289756,-14.01,0.200362,-14.01,0.994122,-14.01,0.304455,-14.01,0.0453124,-14.01,0.0222884,-14.01,0.217247,-14.01,0.408417,-14.01,0.131268,-14.01,0.0188821,-14.01,0.144784,-14.01,0.361477,-14.01,0.63143,-14.01,0.129156,-14.01,0.0701136,-14.01,0.0370033,-14.01,0.0880697,-14.01,0.309957,-14.01,0.0178175,-14.01,0.0431801,-14.01,0.0955167,-14.01,0.0253647,-14.01,0.170231,-14.01,0.0347931,-14.01,0.0463683,-14.01,0.118749,-14.01,0.396836,-14.01,0.0236708,-14.01,0.101702,-14.01,0.0171712,-14.01,0.204595,-14.01,0.14566,-14.01,0.492454,-14.01,0.0150572,-14.01,0.109938,-14.01,0.280831,-14.01,0.161762,-14.01,0.0562546,-14.01,0.621235,-14.01,0.295536,-14.01,0.492427,-14.01,0.0464653,-14.01,0.286717,-14.01,0.716061,-14.01,0.0086146,-14.01,0.344229,-14.01,0.14899,-14.01,0.486475,-14.01,0.107429,-14.01,0.406993,-14.01,0.108663,-14.01,0.0165821,-14.01,0.0223163,-14.01,0.715252,-14.01,0.0166424,-14.01,0.11351,-14.01,0.0863857,-14.01,0.118749,-14.01,0.0493791,-14.01,0.0307335
-12.01,0.342817,-12.01,0.0220354,-12.01,0.264536,-12.01,0.168963,-12.01,0.702011,-12.01,0.246302,-12.01,0.0321908,-12.01,0.0194883,-12.01,0.192198,-12.01,0.327359,-12.01,0.11979,-12.01,0.0129099,-12.01,0.108468,-12.01,0.314234,-12.01,0.537021,-12.01,0.115804,-12.01,0.0486889,-12.01,0.0311933,-12.01,0.06635,-12.01,0.288848,-12.01,0.0105656,-12.01,0.0282878,-12.01,0.0776138,-12.01,0.0206079,-12.01,0.15512,-12.01,0.0292926,-12.01,0.0462447,-12.01,0.106097,-12.01,0.390389,-12.01,0.0232785,-12.01,0.0996324,-12.01,0.0115153,-12.01,0.191879,-12.01,0.111188,-12.01,0.463136,-12.01,0.00703712,-12.01,0.0833786,-12.01,0.256536,-12.01,0.123468,-12.01,0.0562746,-12.01,0.536383,-12.01,0.225621,-12.01,0.463131,-12.01,0.034674,-12.01,0.224199,-12.01,0.636736,-12.01,0.00792316,-12.01,0.25319,-12.01,0.119663,-12.01,0.463289,-12.01,0.0870068,-12.01,0.325369,-12.01,0.08049,-12.01,0.0138894,-12.01,0.0138706,-12.01,0.635662,-12.01,0.0112319,-12.01,0.0868465,-12.01,0.0709925,-12.01,0.106097,-12.01,0.0433376,-12.01,0.0242676
-10.01,0.293666,-10.01,0.0180515,-10.01,0.247129,-10.01,0.149068,-10.01,0.3149,-10.01,0.196208,-10.01,0.0228043,-10.01,0.0191998,-10.01,0.173124,-10.01,0.276205,-10.01,0.111899,-10.01,0.00877233,-10.01,0.0808874,-10.01,0.273682,-10.01,0.441967,-10.01,0.105478,-10.01,0.0336824,-10.01,0.026569,-10.01,0.0498781,-10.01,0.271188,-10.01,0.00643225,-10.01,0.0188493,-10.01,0.0630759,-10.01,0.0166494,-10.01,0.144649,-10.01,0.0249176,-10.01,0.0461733,-10.01,0.0964573,-10.01,0.385921,-10.01,0.0228718,-10.01,0.0978847,-10.01,0.00766574,-10.01,0.183223,-10.01,0.0860301,-10.01,0.445692,-10.01,0.00320044,-10.01,0.0632234,-10.01,0.243653,-10.01,0.0934449,-10.01,0.0563076,-10.01,0.4427,-10.01,0.16361,-10.01,0.445693,-10.01,0.0258905,-10.01,0.17149,-10.01,0.5558,-10.01,0.00745461,-10.01,0.176853,-10.01,0.0958892,-10.01,0.444715,-10.01,0.0712259,-10.01,0.274322,-10.01,0.0605956,-10.01,0.011996,-10.01,0.00874641,-10.01,0.554457,-10.01,0.00751685,-10.01,0.0664867,-10.01,0.0584059,-10.01,0.0964573,-10.01,0.0382617,-10.01,0.0190864
-8.01,0.256724,-8.01,0.0148624,-8.01,0.237184,-8.01,0.143824,-8.01,0.137687,-8.01,0.154308,-8.01,0.0161294,-8.01,0.0191028,-8.01,0.159244,-8.01,0.246662,-8.01,0.106509,-8.01,0.00592891,-8.01,0.0601736,-8.01,0.239595,-8.01,0.353015,-8.01,0.0977633,-8.01,0.0233689,-8.01,0.0229426,-8.01,0.0374914,-8.01,0.256288,-8.01,0.00433905,-8.01,0.0126862,-8.01,0.051344,-8.01,0.0133895,-8.01,0.137408,-8.01,0.0214884,-8.01,0.046154,-8.01,0.0893945,-8.01,0.383261,-8.01,0.0224374,-8.01,0.0963948,-8.01,0.00507201,-8.01,0.177433,-8.01,0.0669384,-8.01,0.435475,-8.01,0.00146288,-8.01,0.04786,-8.01,0.240617,-8.01,0.0703298,-8.01,0.0563502,-8.01,0.346426,-8.01,0.113552,-8.01,0.435473,-8.01,0.0193829,-8.01,0.129235,-8.01,0.480013,-8.01,0.00713683,-8.01,0.118704,-8.01,0.0766839,-8.01,0.428197,-8.01,0.0592256,-8.01,0.245173,-8.01,0.0465481,-8.01,0.0106668,-8.01,0.00555438,-8.01,0.478434,-8.01,0.00499714,-8.01,0.0506498,-8.01,0.0481568,-8.01,0.0893945,-8.01,0.0340484,-8.01,0.0149408
-6.01,0.229194,-6.01,0.0123224,-6.01,0.2343,-6.01,0.143787,-6.01,0.0844493,-6.01,0.120116,-6.01,0.011401,-6.01,0.0191358,-6.01,0.14983,-6.01,0.230505,-6.01,0.102839,-6.01,0.00398705,-6.01,0.0447398,-6.01,0.211358,-6.01,0.274962,-6.01,0.0922805,-6.01,0.0163866,-6.01,0.0201335,-6.01,0.0282331,-6.01,0.243584,-6.01,0.00404726,-6.01,0.00858003,-6.01,0.0419173,-6.01,0.0107244,-6.01,0.13243,-6.01,0.0188321,-6.01,0.0461897,-6.01,0.0845229,-6.01,0.382206,-6.01,0.0219684,-6.01,0.0951136,-6.01,0.00333932,-6.01,0.173631,-6.01,0.0522062,-6.01,0.42909,-6.01,0.000726059,-6.01,0.0355641,-6.01,0.240552,-6.01,0.0527712,-6.01,0.0564004,-6.01,0.256423,-6.01,0.076397,-6.01,0.429081,-6.01,0.0145804,-6.01,0.0967844,-6.01,0.41459,-6.01,0.00692106,-6.01,0.0791093,-6.01,0.0613956,-6.01,0.412199,-6.01,0.0502618,-6.01,0.229421,-6.01,0.0361366,-6.01,0.00974016,-6.01,0.00353743,-6.01,0.412832,-6.01,0.00330508,-6.01,0.037638,-6.01,0.0398286,-6.01,0.0845229,-6.01,0.0305891,-6.01,0.0116331
-4.01,0.208867,-4.01,0.010304,-4.01,0.236476,-4.01,0.143801,-4.01,0.0701808,-4.01,0.0927711,-4.01,0.00805949,-4.01,0.0192677,-4.01,0.144278,-4.01,0.221955,-4.01,0.100346,-4.01,0.00266412,-4.01,0.0333019,-4.01,0.188172,-4.01,0.209901,-4.01,0.0886912,-4.01,0.011717,-4.01,0.0179652,-4.01,0.0213387,-4.01,0.232693,-4.01,0.00403246,-4.01,0.00581906,-4.01,0.034362,-4.01,0.008559,-4.01,0.129033,-4.01,0.0167815,-4.01,0.0462868,-4.01,0.0815076,-4.01,0.382526,-4.01,0.0214669,-4.01,0.0940029,-4.01,0.00219007,-4.01,0.171201,-4.01,0.0407823,-4.01,0.424369,-4.01,0.000437687,-4.01,0.0258673,-4.01,0.240566,-4.01,0.0395618,-4.01,0.0564574,-4.01,0.18126,-4.01,0.0507987,-4.01,0.424357,-4.01,0.011046,-4.01,0.0726674,-4.01,0.362057,-4.01,0.00677431,-4.01,0.0547819,-4.01,0.049176,-4.01,0.396061,-4.01,0.0437175,-4.01,0.221175,-4.01,0.0281062,-4.01,0.00910772,-4.01,0.00225112,-4.01,0.360182,-4.01,0.00217788,-4.01,0.0273766,-4.01,0.0330613,-4.01,0.0815076,-4.01,0.0277815,-4.01,0.00899899
-2.01,0.194014,-2.01,0.00869817,-2.01,0.242484,-2.01,0.143839,-2.01,0.0697211,-2.01,0.0712537,-2.01,0.00570144,-2.01,0.0194932,-2.01,0.142201,-2.01,0.21752,-2.01,0.0986528,-2.01,0.00176222,-2.01,0.024851,-2.01,0.169205,-2.01,0.157569,-2.01,0.0866958,-2.01,0.00863064,-2.01,0.0162796,-2.01,0.0162122,-2.01,0.223413,-2.01,0.00405022,-2.01,0.0039556,-2.01,0.0283125,-2.01,0.00681281,-2.01,0.126731,-2.01,0.0151874,-2.01,0.0464557,-2.01,0.0800542,-2.01,0.384003,-2.01,0.02096,-2.01,0.093033,-2.01,0.0014322,-2.01,0.169756,-2.01,0.0319142,-2.01,0.420009,-2.01,0.000355849,-2.01,0.0185229,-2.01,0.240621,-2.01,0.0296918,-2.01,0.0565208,-2.01,0.125356,-2.01,0.0343941,-2.01,0.419996,-2.01,0.00845259,-2.01,0.055118,-2.01,0.322342,-2.01,0.00667415,-2.01,0.0409008,-2.01,0.0393786,-2.01,0.379814,-2.01,0.0390953,-2.01,0.216935,-2.01,0.0218612,-2.01,0.00870978,-2.01,0.00142305,-2.01,0.320401,-2.01,0.00143169,-2.01,0.0196046,-2.01,0.0275516,-2.01,0.0800542,-2.01,0.0255343,-2.01,0.00689455
-0.01,0.183267,-0.01,0.00741883,-0.01,0.251721,-0.01,0.14388,-0.01,0.0714558,-0.01,0.0545376,-0.01,0.00403946,-0.01,0.0198261,-0.01,0.1452,-0.01,0.215251,-0.01,0.0975023,-0.01,0.00115563,-0.01,0.0186112,-0.01,0.153705,-0.01,0.116186,-0.01,0.0860181,-0.01,0.00662488,-0.01,0.0149805,-0.01,0.0123982,-0.01,0.21578,-0.01,0.0041,-0.01,0.00269552,-0.01,0.0234678,-0.01,0.00541981,-0.01,0.125177,-0.01,0.0139595,-0.01,0.0467107,-0.01,0.0798596,-0.01,0.387959,-0.01,0.020846,-0.01,0.0921805,-0.01,0.000934643,-0.01,0.169638,-0.01,0.0250471,-0.01,0.415288,-0.01,0.000412663,-0.01,0.0131178,-0.01,0.240679,-0.01,0.0224118,-0.01,0.0565906,-0.01,0.0879122,-0.01,0.0243835,-0.01,0.415277,-0.01,0.00664615,-0.01,0.0426312,-0.01,0.293752,-0.01,0.00660581,-0.01,0.033705,-0.01,0.0314594,-0.01,0.364435,-0.01,0.0360003,-0.01,0.214774,-0.01,0.0170256,-0.01,0.00845916,-0.01,0.000883101,-0.01,0.291775,-0.01,0.000940028,-0.01,0.0138848,-0.01,0.0230598,-0.01,0.0798596,-0.01,0.0237792,-0.01,0.00523009
1.99,0.175543,1.99,0.00637851,1.99,0.18526,1.99,0.143902,1.99,0.0719717,1.99,0.0416764,1.99,0.0028713,1.99,0.0202949,1.99,0.0964635,1.99,0.214092,1.99,0.0967188,1.99,0.00075258,1.99,0.0139957,1.99,0.140992,1.99,0.0837231,1.99,0.0860253,1.99,0.00424981,1.99,0.013616,1.99,0.00955266,1.99,0.208807,1.99,0.00416755,1.99,0.00184143,1.99,0.0195856,1.99,0.00431473,1.99,0.12413,1.99,0.0126725,1.99,0.0470704,1.99,0.0798733,1.99,0.356895,1.99,0.0186761,1.99,0.0914265,1.99,0.000608909,1.99,0.110805,1.99,0.0196661,1.99,0.406609,1.99,0.000176982,1.99,0.00921912,1.99,0.24071,1.99,0.0168895,1.99,0.056667,1.99,0.0589438,1.99,0.0180018,1.99,0.406605,1.99,0.00507047,1.99,0.0334034,1.99,0.273633,1.99,0.00655941,1.99,0.0228147,1.99,0.0249568,1.99,0.329548,1.99,0.0341206,1.99,0.21368,1.99,0.0169227,1.99,0.00827989,1.99,0.000835271,1.99,0.296452,1.99,0.000922803,1.99,0.0138363,1.99,0.0223721,1.99,0.0849232,1.99,0.0224151,1.99,0.00521394
3.99,0.169995,3.99,0.00553421,3.99,0.19232,3.99,0.143893,3.99,0.0739443,3.99,0.0318568,3.99,0.00205878,3.99,0.0209403,3.99,0.0991701,3.99,0.213508,3.99,0.0961834,3.99,0.000487365,3.99,0.0105659,3.99,0.130561,3.99,0.0591786,3.99,0.0860548,3.99,0.00403747,3.99,0.0131641,3.99,0.00742015,3.99,0.204278,3.99,0.00427409,3.99,0.00126122,3.99,0.0164755,3.99,0.00344553,3.99,0.123421,3.99,0.0122449,3.99,0.0475569,3.99,0.0799022,3.99,0.365508,3.99,0.0178454,3.99,0.0907561,3.99,0.000395932,3.99,0.110501,3.99,0.0154886,3.99,0.400089,3.99,0.000242444,3.99,0.00644598,3.99,0.240691,3.99,0.0128574,3.99,0.0567503,3.99,0.0472603,3.99,0.0139274,3.99,0.400086,3.99,0.00409918,3.99,0.0269358,3.99,0.25989,3.99,0.00652802,3.99,0.0222973,3.99,0.0195999,3.99,0.316963,3.99,0.0332095,3.99,0.213129,3.99,0.0168755,3.99,0.00815237,3.99,0.000811462,3.99,0.299576,3.99,0.000914828,3.99,0.0138362,3.99,0.0219497,3.99,0.0908159,3.99,0.021418,3.99,0.00521283
5.99,0.166002,5.99,0.00483777,5.99,0.200614,5.99,0.140392,5.99,0.0762349,5.99,0.0243995,5.99,0.0015153,5.99,0.0218139,5.99,0.102981,5.99,0.213215,5.99,0.0958151,5.99,0.00031421,5.99,0.00799571,5.99,0.121971,5.99,0.0412354,5.99,0.0861032,5.99,0.00376992,5.99,0.0126135,5.99,0.00581001,5.99,0.200428,5.99,0.0044227,5.99,0.000865304,5.99,0.0139924,5.99,0.00275779,5.99,0.122935,5.99,0.0117258,5.99,0.0481963,5.99,0.0799446,5.99,0.373664,5.99,0.0169408,5.99,0.0901571,5.99,0.000256619,5.99,0.110306,5.99,0.0122181,5.99,0.391674,5.99,0.000350477,5.99,0.0044922,5.99,0.238234,5.99,0.00987552,5.99,0.0568407,5.99,0.0372373,5.99,0.0112972,5.99,0.391671,5.99,0.00336323,5.99,0.0223048,5.99,0.250555,5.99,0.00650684,5.99,0.0222753,5.99,0.0152692,5.99,0.306084,5.99,0.0330704,5.99,0.212853,5.99,0.0168394,5.99,0.00806204,5.99,0.000793387,5.99,0.301804,5.99,0.000909687,5.99,0.0138361,5.99,0.0216132,5.99,0.0975403,5.99,0.0207265,5.99,0.00521199
7.99,0.163214,7.99,0.00425677,7.99,0.209875,7.99,0.131704,7.99,0.0786999,7.99,0.0187571,7.99,0.00120429,7.99,0.0229767,7.99,0.107745,7.99,0.213069,7.99,0.0955604,7.99,0.000201884,7.99,0.00603999,7.99,0.114882,7.99,0.0284344,7.99,0.0861689,7.99,0.00341923,7.99,0.0122528,7.99,0.0045805,7.99,0.19751,7.99,0.00462366,7.99,0.000593267,7.99,0.0120308,7.99,0.00220398,7.99,0.122591,7.99,0.0113859,7.99,0.0490193,7.99,0.0799994,7.99,0.381136,7.99,0.0159635,7.99,0.0896196,7.99,0.000166184,7.99,0.110181,7.99,0.00964156,7.99,0.381369,7.99,0.000513349,7.99,0.00312463,7.99,0.229814,7.99,0.00767635,7.99,0.0569388,7.99,0.0308964,7.99,0.00976695,7.99,0.381366,7.99,0.00283778,7.99,0.0189889,7.99,0.244241,7.99,0.00649257,7.99,0.0225011,7.99,0.0118206,7.99,0.297065,7.99,0.0335445,7.99,0.212717,7.99,0.0168118,7.99,0.0079983,7.99,0.000779684,7.99,0.303509,7.99,0.000906385,7.99,0.0138361,7.99,0.0213455,7.99,0.105127,7.99,0.0202982,7.99,0.00521138
